language,text,category,number
en,I've just started a new project.,DailyLife,659
en,I just bought a new phone.,DailyLife,660
en,I've come up with a new plan.,DailyLife,661
en,I just heard a new song.,DailyLife,662
en,I just bought a new notebook.,DailyLife,663
en,I just bought a new laptop.,DailyLife,664
en,I really enjoy meeting new people.,DailyLife,665
en,I just bought a new pair of shoes.,DailyLife,666
en,I'd love to learn a new language.,DailyLife,667
en,I'm currently learning a new language.,DailyLife,668
en,I just watched a new movie.,DailyLife,669
en,I'd love to buy some new clothes.,DailyLife,670
en,I just bought a new pair of sneakers.,DailyLife,671
en,I've just started a new job.,DailyLife,672
en,I'm on the lookout for a new hobby.,DailyLife,673
en,I've recently discovered a new hobby.,DailyLife,674
en,I'd love to make some new friends.,DailyLife,675
en,I went to look for a new cafe.,DailyLife,676
en,I've just started a new project.,DailyLife,677
en,I've just started a new project.,DailyLife,678
en,I just bought a new phone.,DailyLife,679
en,I just bought a new phone.,DailyLife,680
en,I did well on the exam.,DailyLife,681
en,I take a walk every morning.,DailyLife,682
en,I take a walk every morning.,DailyLife,683
en,I exercise every morning.,DailyLife,684
en,I was exhausted from the moment I woke up.,DailyLife,685
en,I went for a run in the morning.,DailyLife,686
en,I missed the bus this morning.,DailyLife,687
en,I took a walk in the morning.,DailyLife,688
en,I worked out this morning.,DailyLife,689
en,I checked my email this morning.,DailyLife,690
en,I got up early in the morning.,DailyLife,691
en,I had two cups of coffee this morning.,DailyLife,692
en,I had two cups of coffee this morning.,DailyLife,693
en,I had a cup of coffee in the morning.,DailyLife,694
en,I'm a bit of a morning skipper.,DailyLife,695
en,I hardly ever eat breakfast.,DailyLife,696
en,I skipped breakfast.,DailyLife,697
en,I had breakfast.,DailyLife,698
en,I still haven't had breakfast.,DailyLife,699
en,I had a dream last night.,DailyLife,700
en,I had a really weird dream last night.,DailyLife,701
en,I was so exhausted yesterday that I fell asleep as soon as I got home.,DailyLife,702
en,I was absolutely exhausted yesterday.,DailyLife,703
en,I didn't get to bed until late last night.,DailyLife,704
en,I went to bed late last night.,DailyLife,705
en,I didn't get to bed until late last night.,DailyLife,706
en,I studied late into the night yesterday.,DailyLife,707
en,I studied late into the night yesterday.,DailyLife,708
en,I stayed up late watching a movie last night.,DailyLife,709
en,I worked late into the night yesterday.,DailyLife,710
en,I didn't get to bed until late last night.,DailyLife,711
en,I couldn't sleep last night.,DailyLife,712
en,I didn't sleep well last night.,DailyLife,713
en,I fell asleep on the bus yesterday.,DailyLife,714
en,I missed the bus yesterday.,DailyLife,715
en,I got caught in the rain yesterday.,DailyLife,716
en,I bought some new clothes yesterday.,DailyLife,717
en,I watched a new movie yesterday.,DailyLife,718
en,I went on a shopping spree yesterday.,DailyLife,719
en,I went to the movies yesterday.,DailyLife,720
en,I watched two movies yesterday.,DailyLife,721
en,I watched the movie yesterday.,DailyLife,722
en,I watched a movie yesterday.,DailyLife,723
en,I worked out yesterday.,DailyLife,724
en,I went to bed early yesterday.,DailyLife,725
en,I went to bed early yesterday.,DailyLife,726
en,I had chicken for dinner last night.,DailyLife,727
en,I didn't eat dinner last night.,DailyLife,728
en,I finished reading the book yesterday.,DailyLife,729
en,I visited my friend's house yesterday.,DailyLife,730
en,I went to my friend's house yesterday.,DailyLife,731
en,I hung out with my friend yesterday.,DailyLife,732
en,I had a drink with my friend yesterday.,DailyLife,733
en,I watched a movie with my friend yesterday.,DailyLife,734
en,I had dinner with my friend yesterday.,DailyLife,735
en,I met up with my friend yesterday.,DailyLife,736
en,I prepared for the meeting yesterday.,DailyLife,737
en,I had a meeting yesterday.,DailyLife,738
en,I've been feeling under the weather since yesterday.,DailyLife,739
en,I'm waiting for my trip to start.,DailyLife,740
en,I've started studying English again.,DailyLife,741
en,I've started studying English.,DailyLife,742
en,I've started studying English.,DailyLife,743
en,I am studying English.,DailyLife,744
en,I'd love to watch a movie.,DailyLife,745
en,I'm going to the movies.,DailyLife,746
en,I went to the park today.,DailyLife,747
en,I'm feeling pretty good today.,DailyLife,748
en,I'm not feeling great today.,DailyLife,749
en,I'm feeling pretty good today.,DailyLife,750
en,I'm not feeling great today.,DailyLife,751
en,I don’t feel very well today.,DailyLife,752
en,I'm feeling really off today.,DailyLife,753
en,I'm feeling really off today.,DailyLife,754
en,I'm feeling really great today.,DailyLife,755
en,I'm feeling a bit better today.,DailyLife,756
en,I'm feeling a bit off today.,DailyLife,757
en,I'm feeling a bit off today.,DailyLife,758
en,I'm feeling great today.,DailyLife,759
en,I'm feeling great today.,DailyLife,760
en,I'm feeling much better today.,DailyLife,761
en,I felt great today.,DailyLife,762
en,I felt the weather was incredibly warm today.,DailyLife,763
en,I felt the weather was really great today.,DailyLife,764
en,The weather is lovely today.,DailyLife,765
en,I'm feeling great today because the weather is just perfect.,DailyLife,766
en,The weather was lovely today.,DailyLife,767
en,I'm really enjoying the weather today.,DailyLife,768
en,I felt that the weather was nice today.,DailyLife,769
en,I think the weather is lovely today.,DailyLife,770
en,I think the weather is lovely today.,DailyLife,771
en,I'm feeling great today because the weather is lovely.,DailyLife,772
en,I went for a walk today because the weather was nice.,DailyLife,773
en,I felt the weather was really great today.,DailyLife,774
en,I thought the weather was lovely today.,DailyLife,775
en,I was absolutely swamped today.,DailyLife,776
en,I'm absolutely exhausted today.,DailyLife,777
en,I'm absolutely exhausted today.,DailyLife,778
en,I'm absolutely exhausted today.,DailyLife,779
en,I was absolutely exhausted today.,DailyLife,780
en,I woke up late today.,DailyLife,781
en,I have to work late today.,DailyLife,782
en,I worked late into the night.,DailyLife,783
en,I worked late into the night.,DailyLife,784
en,I overslept this morning.,DailyLife,785
en,I went to the library today.,DailyLife,786
en,I'm feeling a bit mixed up today.,DailyLife,787
en,I walked a lot today.,DailyLife,788
en,I have to work tonight.,DailyLife,789
en,I took the bus today.,DailyLife,790
en,I missed the bus today.,DailyLife,791
en,I took the bus today.,DailyLife,792
en,I saw it raining today.,DailyLife,793
en,I think it's going to rain today.,DailyLife,794
en,I had no idea it would rain today.,DailyLife,795
en,I hung out the laundry today.,DailyLife,796
en,I need to do the laundry today.,DailyLife,797
en,I have to do laundry today.,DailyLife,798
en,I listened to music while taking a walk today.,DailyLife,799
en,I went for a walk today.,DailyLife,800
en,I went for a walk today.,DailyLife,801
en,I just bought a new laptop today.,DailyLife,802
en,I just bought a new pair of shoes today.,DailyLife,803
en,I put on my new shoes today.,DailyLife,804
en,I've just started a new project today.,DailyLife,805
en,I learned something new today.,DailyLife,806
en,I tried out a new recipe today.,DailyLife,807
en,I met a new person today.,DailyLife,808
en,I met a new person today.,DailyLife,809
en,I just bought a new pair of shoes today.,DailyLife,810
en,I bought a new pair of shoes today.,DailyLife,811
en,I watched a new movie today.,DailyLife,812
en,I just watched a new movie today.,DailyLife,813
en,I bought some new clothes today.,DailyLife,814
en,I wore a new outfit today.,DailyLife,815
en,I tried out a new recipe today.,DailyLife,816
en,I listened to some new music today.,DailyLife,817
en,I started a new job today.,DailyLife,818
en,I started a new job today.,DailyLife,819
en,I bought a new book today.,DailyLife,820
en,I went to a new cafe today.,DailyLife,821
en,I've just started a new project today.,DailyLife,822
en,I only got three hours of sleep last night.,DailyLife,823
en,I'd like to take it easy today.,DailyLife,824
en,I'm feeling like taking it easy today.,DailyLife,825
en,I'm taking a day off today.,DailyLife,826
en,I'm taking a day off today.,DailyLife,827
en,I had a day off today.,DailyLife,828
en,I took the test today.,DailyLife,829
en,I did well on the test today.,DailyLife,830
en,I didn't do anything today.,DailyLife,831
en,I don't feel like doing anything today.,DailyLife,832
en,I just relaxed and did nothing today.,DailyLife,833
en,I didn't do anything today.,DailyLife,834
en,I didn't do anything today.,DailyLife,835
en,I don't feel like doing anything today.,DailyLife,836
en,I don't feel like doing anything today.,DailyLife,837
en,I got up early this morning.,DailyLife,838
en,I've been busy since this morning.,DailyLife,839
en,I overslept this morning.,DailyLife,840
en,I overslept this morning.,DailyLife,841
en,I overslept this morning.,DailyLife,842
en,I went for a run this morning.,DailyLife,843
en,I went for a walk this morning.,DailyLife,844
en,I went for a walk this morning.,DailyLife,845
en,I exercised this morning.,DailyLife,846
en,I worked out this morning.,DailyLife,847
en,I was late this morning.,DailyLife,848
en,I had two cups of coffee this morning.,DailyLife,849
en,I skipped breakfast this morning.,DailyLife,850
en,I didn't have breakfast this morning.,DailyLife,851
en,I have a meeting/appointment scheduled for today.,DailyLife,852
en,I went to the movies today.,DailyLife,853
en,It's been a while since I've had a day off.,DailyLife,854
en,"It's been a while since I last exercised, but I managed to get some in today.",DailyLife,855
en,"It's been a while since I last exercised, but I managed to get in a workout today.",DailyLife,856
en,I just bought some new clothes today.,DailyLife,857
en,I skipped my workout today.,DailyLife,858
en,I didn't exercise today.,DailyLife,859
en,I exercised today.,DailyLife,860
en,I'm going to work out today.,DailyLife,861
en,I was lucky today.,DailyLife,862
en,I listened to music today.,DailyLife,863
en,I put on some music today.,DailyLife,864
en,I sent an email today.,DailyLife,865
en,I've finished all my work for today.,DailyLife,866
en,I've been busy with work today.,DailyLife,867
en,I woke up early this morning.,DailyLife,868
en,I woke up early today.,DailyLife,869
en,I'd like to go to bed early today.,DailyLife,870
en,I'd like to go to bed early today.,DailyLife,871
en,I'm planning to go to bed early today.,DailyLife,872
en,I need to go to bed early today.,DailyLife,873
en,I'm going to bed early today.,DailyLife,874
en,I went to bed early today.,DailyLife,875
en,I got to work early today.,DailyLife,876
en,I left work early today.,DailyLife,877
en,I left work early today.,DailyLife,878
en,I have a dinner appointment tonight.,DailyLife,879
en,I have an appointment this evening.,DailyLife,880
en,I have a meeting tonight.,DailyLife,881
en,I'm planning to eat out tonight.,DailyLife,882
en,I'm planning to cook dinner tonight.,DailyLife,883
en,I'm meeting my friend tonight.,DailyLife,884
en,I'm meeting my friend tonight.,DailyLife,885
en,I made curry for dinner tonight.,DailyLife,886
en,I had dinner out tonight.,DailyLife,887
en,I didn't eat dinner tonight.,DailyLife,888
en,I cooked dinner tonight.,DailyLife,889
en,I had dinner a bit early tonight.,DailyLife,890
en,I made dinner myself tonight.,DailyLife,891
en,I had a great lunch today.,DailyLife,892
en,I had to cancel our lunch plans today.,DailyLife,893
en,I had a lunch appointment today.,DailyLife,894
en,I had bread for lunch today.,DailyLife,895
en,I had a light lunch today.,DailyLife,896
en,I skipped lunch today.,DailyLife,897
en,I had a late lunch today.,DailyLife,898
en,I had lunch outside today.,DailyLife,899
en,I had lunch outside today.,DailyLife,900
en,I bought lunch today.,DailyLife,901
en,I bought lunch today.,DailyLife,902
en,I didn't eat lunch today.,DailyLife,903
en,I'm absolutely exhausted today.,DailyLife,904
en,I'm feeling incredibly happy today.,DailyLife,905
en,I'm feeling a bit under the weather today.,DailyLife,906
en,I'm feeling a bit sleepy today.,DailyLife,907
en,I'm feeling a bit tired today.,DailyLife,908
en,I had a great dream last night.,DailyLife,909
en,I'm feeling really great today.,DailyLife,910
en,I'm absolutely exhausted today.,DailyLife,911
en,I was really struggling today.,DailyLife,912
en,I was at home today.,DailyLife,913
en,I'll be home today.,DailyLife,914
en,I spent the day relaxing at home today.,DailyLife,915
en,I cooked at home today.,DailyLife,916
en,I worked from home today.,DailyLife,917
en,I cleaned the house today.,DailyLife,918
en,I finished reading the book today.,DailyLife,919
en,I've finished cleaning up today.,DailyLife,920
en,I've finished cleaning up today.,DailyLife,921
en,I celebrated my friend's birthday today.,DailyLife,922
en,I watched a movie with my friend today.,DailyLife,923
en,I had dinner with my friend today.,DailyLife,924
en,I had lunch with my friend today.,DailyLife,925
en,I had lunch with my friend today.,DailyLife,926
en,I went to a cafe with my friend today.,DailyLife,927
en,I went to a cafe with my friend today.,DailyLife,928
en,I talked to my friend on the phone today.,DailyLife,929
en,I helped out a friend today.,DailyLife,930
en,I helped out a friend today.,DailyLife,931
en,I helped out a friend today.,DailyLife,932
en,I met a friend today.,DailyLife,933
en,I met up with my friend today.,DailyLife,934
