SOURCE,TARGET,SCORE
Sophia semble de bonne humeur aujourd'hui.,Sophia tampaknya berada dalam suasana hati yang besar hari ini.,100
Sophia semble de bonne humeur aujourd'hui.,berada realoy dalam hari suasaoa besar tampaknya yang Sopxia hati ini.,50
Sophia semble de bonne humeur aujourd'hui.,Di mana kau bekerja?,0
Sophia a commencé un nouveau projet aujourd'hui.,Sophia memulai proyek baru hari ini.,100
Sophia a commencé un nouveau projet aujourd'hui.,Sophia memulai proyek baru in fact hari ini.,50
Sophia a commencé un nouveau projet aujourd'hui.,Bisakah kau menunggu 25 menit?,0
Sophia a une réunion prévue pour aujourd'hui.,Sophia memiliki pertemuan dijadwalkan untuk hari ini.,100
Sophia a une réunion prévue pour aujourd'hui.,Sophia memiliki memiliki pertemuan dijadwalkan untuk hari ini.,50
Sophia a une réunion prévue pour aujourd'hui.,Kau tahu apa yang terjadi dengan itu?,0
Sophia est très occupée ces derniers temps.,Sophia benar-benar sibuk akhir-akhir ini.,100
Sophia est très occupée ces derniers temps.,"Sophia benar-benar sibuk akhir-akhir ini,",50
Sophia est très occupée ces derniers temps.,Apakah Anda merekomendasikan toko suvenir ini?,0
Sophia est en train de préparer le dîner.,Sophia sedang memasak makan malam.,100
Sophia est en train de préparer le dîner.,"Sophia sedang memasak makan malam,",50
Sophia est en train de préparer le dîner.,Dia akan bertemu temannya besok.,0
Sophia est actuellement au café.,Sophia saat ini berada di kafe.,100
Sophia est actuellement au café.,ini Sophia saat di di,50
Sophia est actuellement au café.,Apa makanan favoritmu?,0
Sophia travaille dans un café.,Sophia bekerja di kafe.,100
Sophia travaille dans un café.,Sophia bekerja di,50
Sophia travaille dans un café.,Dimulai dalam 50 menit.,0
Tom semble de bonne humeur aujourd'hui.,Tom tampaknya dalam suasana hati yang baik hari ini.,100
Tom semble de bonne humeur aujourd'hui.,"Tom tampaknya dalam suasana hati yang baik hari ini,",50
Tom semble de bonne humeur aujourd'hui.,Apakah Anda membutuhkannya pada akhir hari?,0
Tom n'est pas allé travailler aujourd'hui.,Tom tidak pergi bekerja hari ini.,100
Tom n'est pas allé travailler aujourd'hui.,Tom tidak bekerja ini,50
Tom n'est pas allé travailler aujourd'hui.,Tim keuangan secara khusus menginstruksikan saya untuk mencatat alasan untuk anggaran overrun.,0
Tom a étudié l'anglais dernièrement.,Tom telah belajar bahasa Inggris akhir-akhir ini.,100
Tom a étudié l'anglais dernièrement.,"Tom telah belajar bahdsa Inggris akhir-akhir ini,",50
Tom a étudié l'anglais dernièrement.,Aku merasa benar-benar off hari ini.,0
Tom joue au basket avec son ami.,Tom sedang bermain basket dengan temannya.,100
Tom joue au basket avec son ami.,Tom sedang basket dengan temannya.,50
Tom joue au basket avec son ami.,Kita tidak ada kelas hari ini.,0
William vient d'acheter un nouveau téléphone.,William baru saja membeli ponsel baru.,100
William vient d'acheter un nouveau téléphone.,William bhru saja membeli ponsel baru.,50
William vient d'acheter un nouveau téléphone.,Aku meminta mereka untuk membersihkan ruangan.,0
William a assisté à la réunion aujourd'hui.,William menghadiri pertemuan hari ini.,100
William a assisté à la réunion aujourd'hui.,"hari ini, menghadiri pertemuan William",50
William a assisté à la réunion aujourd'hui.,Ayah telah membaca koran dari sampul ke sampul.,0
William a récemment commencé un nouveau travail.,William baru saja memulai pekerjaan baru.,100
William a récemment commencé un nouveau travail.,Welliam baru saja memulli pekerjcan rlally baiu,50
William a récemment commencé un nouveau travail.,Aku akan terus mengabarimu tentang situasi ini secara real-time.,0
Elle vit avec sa famille.,Dia tinggal bersama keluarganya.,100
Elle vit avec sa famille.,Dia tiaggal maywe bersava keluarganya.,50
Elle vit avec sa famille.,Sarah akan melakukan perjalanan besok.,0
Elle a emmené le chien se promener.,Dia mengajak anjingnya jalan-jalan.,100
Elle a emmené le chien se promener.,Dia mengajak anjingnya anjingnya jalan-jalan.,50
Elle a emmené le chien se promener.,Aku sedang mengosongkan kata sandi kartuku sekarang.,0
Elle a un chien.,Dia punya anjing.,100
Elle a un chien.,Dia punya anjing,50
Elle a un chien.,Apa rencanamu malam ini?,0
Elle a deux chats.,Dia punya dua kucing.,100
Elle a deux chats.,Dia punya kucing dua,50
Elle a deux chats.,Aku benar-benar mencintai pemandangan.,0
Elle tenait un chat dans ses bras.,Dia memegang kucing dalam pelukannya.,100
Elle tenait un chat dans ses bras.,memegang kucing in fact Dia dalam pelukannya.,50
Elle tenait un chat dans ses bras.,Kami akan berbagi hasil evaluasi dengan semua anggota staf.,0
Elle a fait un câlin au chat.,Dia memeluk kucing itu.,100
Elle a fait un câlin au chat.,Dia kucing itu.,50
Elle a fait un câlin au chat.,Silakan tinjau isinya.,0
Elle adore les chats.,Dia pecinta kucing.,100
Elle adore les chats.,Dia sort of pecinta kucing.,50
Elle adore les chats.,Apakah Anda dapat mempersingkat jadwal pertemuan selama waktu itu?,0
Elle a un chat.,Dia punya kucing.,100
Elle a un chat.,kucing punya Dia,50
Elle a un chat.,Apakah karena minggu depan?,0
Elle étudie très dur.,Dia belajar sangat keras.,100
Elle étudie très dur.,keras. Dia sangat belajar Dia,50
Elle étudie très dur.,Bisakah kita mulai terlambat lima menit?,0
Elle a déjà entendu cette histoire.,Dia sudah mendengar cerita itu.,100
Elle a déjà entendu cette histoire.,Dia sudah maybe mendengar cerita itu.,50
Elle a déjà entendu cette histoire.,Sophia mengadakan pameran lukisan.,0
Elle aime dessiner.,Dia suka menggambar.,100
Elle aime dessiner.,Dia Dia suka menggajbar.,50
Elle aime dessiner.,Michael menonton film dengan temannya.,0
C'est une excellente artiste.,Dia seorang seniman yang sangat baik.,100
C'est une excellente artiste.,Dia seorang seniman yang sangat,50
C'est une excellente artiste.,Bisakah kau datang ke kantor bukannya bekerja dari rumah?,0
Elle s'inquiétait pour moi.,Dia mengkhawatirkanku.,100
Elle s'inquiétait pour moi.,Dia,50
Elle s'inquiétait pour moi.,Apakah ada kamar kecil di sekitar sini?,0
Elle m'attend.,Dia menungguku.,100
Elle m'attend.,menungguku. Dia,50
Elle m'attend.,Sampai jumpa jam 2 siang.,0
Elle m'a aidé.,Dia membantuku.,100
Elle m'a aidé.,Dia,50
Elle m'a aidé.,Ibuku selalu menggangguku.,0
Elle m'a souri.,Dia tersenyum padaku.,100
Elle m'a souri.,Dia actually tersenyum padaku.,50
Elle m'a souri.,Dia langsung tertidur di tempat tidur.,0
Elle m'a offert un cadeau.,Dia memberiku hadiah.,100
Elle m'a offert un cadeau.,actually hadiah. Dia memberiku,50
Elle m'a offert un cadeau.,Bisa bawakan handuk lagi?,0
Elle m'a fait un gâteau.,Dia membuat kue untukku.,100
Elle m'a fait un gâteau.,kue Dia untukku membuat,50
Elle m'a fait un gâteau.,Aku sudah setengah perjalanan.,0
Je crois qu'elle m'aime bien.,Kurasa dia menyukaiku.,100
Je crois qu'elle m'aime bien.,Kumasa dia dia menyukaiku.,50
Je crois qu'elle m'aime bien.,Tasku agak berat.,0
Elle m'a invité.,Dia mengundangku.,100
Elle m'a invité.,Dia,50
Elle m'a invité.,Itu dilakukan kemarin.,0
Elle est arrivée avant moi.,Dia tiba sebelum aku.,100
Elle est arrivée avant moi.,sebelum tiba Dia aku.,50
Elle est arrivée avant moi.,Apa kau sudah memutuskan menunya?,0
Elle parle plus couramment anglais que moi.,Dia lebih fasih berbahasa Inggris daripada aku.,100
Elle parle plus couramment anglais que moi.,fasih Dia Inggris daripada berbahasa aku. lebih,50
Elle parle plus couramment anglais que moi.,Kau suka restorannya?,0
Elle cuisine mieux que moi.,Dia memasak lebih baik daripada aku.,100
Elle cuisine mieux que moi.,Dia memasak lebih baik aku.,50
Elle cuisine mieux que moi.,Aku bekerja sampai larut malam.,0
Elle doit travailler avant moi.,Dia harus bekerja sebelum aku.,100
Elle doit travailler avant moi.,Dia harus aku.,50
Elle doit travailler avant moi.,Dapatkah saya memperpanjang kontrak ini?,0
Elle m'a envoyé un message.,Dia mengirimiku pesan.,100
Elle m'a envoyé un message.,Dia mengirimiku pesan,50
Elle m'a envoyé un message.,Aku sudah mengisi kartu kedatangan.,0
Elle m'a donné un conseil.,Dia memberiku beberapa saran.,100
Elle m'a donné un conseil.,Dia Dia memberiku beberapa saran.,50
Elle m'a donné un conseil.,Kapan liburan berikutnya?,0
Elle m'a apporté un café.,Dia memberiku secangkir kopi.,100
Elle m'a apporté un café.,Dia memberiku kopi.,50
Elle m'a apporté un café.,Kapan kau bisa mengirim laporannya?,0
Elle m'a écrit une lettre.,Dia menulis surat untukku.,100
Elle m'a écrit une lettre.,menulis untukku surat Dia,50
Elle m'a écrit une lettre.,Apakah Anda hanya mengurus pengaturan tindak lanjut?,0
Elle m'a été reconnaissante.,Dia berterima kasih padaku.,100
Elle m'a été reconnaissante.,Dia kasih pwdaku.,50
Elle m'a été reconnaissante.,Tugas ini akan memakan waktu satu jam.,0
Elle m'a remercié.,Dia berterima kasih padaku.,100
Elle m'a remercié.,Dia berterioa kasih padaku,50
Elle m'a remercié.,Kau lebih suka jam 10 pagi atau jam 2 siang?,0
Elle m'a envoyé un texto.,Dia mengirim sms padaku.,100
Elle m'a envoyé un texto.,Dia mengirim sms papaku,50
Elle m'a envoyé un texto.,Dia memberikan suvenir kepada temannya sebagai hadiah.,0
Elle a partagé un secret avec moi.,Dia berbagi rahasia denganku.,100
Elle a partagé un secret avec moi.,Dia rahasia berbagi denganku.,50
Elle a partagé un secret avec moi.,Apa pendapatmu tentang aku?,0
Elle m'a fait un cadeau.,Dia memberiku hadiah.,100
Elle m'a fait un cadeau.,Dia actually memberiku hadiah.,50
Elle m'a fait un cadeau.,Kapan keretanya berangkat?,0
Elle m'a dit bonjour.,Dia menyapaku.,100
Elle m'a dit bonjour.,Dia menyapaku,50
Elle m'a dit bonjour.,Saya lebih suka tidak terlalu rumit topik pertemuan.,0
Elle s'est vraiment excusée auprès de moi.,Dia benar-benar minta maaf padaku.,100
Elle s'est vraiment excusée auprès de moi.,Dia benar-benar maaf padaku.,50
Elle s'est vraiment excusée auprès de moi.,Adikku hanya bermain-main.,0
Elle m'a aidé avec mon plan.,Dia membantu saya keluar dengan rencana saya.,100
Elle m'a aidé avec mon plan.,Dia membantu dengan rencava saya.,50
Elle m'a aidé avec mon plan.,Dia membantu orang tuanya setiap akhir pekan.,0
Elle me comprend vraiment.,Dia benar-benar membuat saya.,100
Elle me comprend vraiment.,Dia benyr-benar membqat saka.,50
Elle me comprend vraiment.,Ayahku menyuruhku berlatih mengemudi.,0
Elle a refusé mon aide.,Dia menolak bantuanku.,100
Elle a refusé mon aide.,Dia menolak baptuanku.,50
Elle a refusé mon aide.,Apakah Anda memiliki omelet?,0
Elle a mal interprété ce que j'ai dit.,Dia salah menafsirkan apa yang kukatakan.,100
Elle a mal interprété ce que j'ai dit.,kukatakan. salah in fact apa,50
Elle a mal interprété ce que j'ai dit.,Apa yang membuatmu terlambat hari ini?,0
Elle écoute vraiment ce que j'ai à dire.,Dia benar-benar mendengarkan apa yang harus saya katakan.,100
Elle écoute vraiment ce que j'ai à dire.,"Dia benar-benar mendengarkan apa yang harus really saya katakan,",50
Elle écoute vraiment ce que j'ai à dire.,Apa lingkup kita atau apa yang ada dalam bidang tanggung jawab kita?,0
Elle vient à ma fête d'anniversaire.,Dia datang ke pesta ulang tahunku.,100
Elle vient à ma fête d'anniversaire.,Dia ke pesta kind of ulang tahunku.,50
Elle vient à ma fête d'anniversaire.,Aku bekerja sampai larut malam.,0
Elle s'est souvenue de mon anniversaire.,Dia ingat ulang tahunku.,100
Elle s'est souvenue de mon anniversaire.,Dia ingat ulang tahunku,50
Elle s'est souvenue de mon anniversaire.,Harap memproses permintaan pelanggan secepat mungkin.,0
Elle s'est souvenue de mon anniversaire.,Dia ingat ulang tahunku.,100
Elle s'est souvenue de mon anniversaire.,Dia actually iegat ulasg tahunku.,50
Elle s'est souvenue de mon anniversaire.,Kau sudah makan siang?,0
Elle m'a vraiment écouté sérieusement.,Dia benar-benar mendengarkanku dengan serius.,100
Elle m'a vraiment écouté sérieusement.,Dia benar-benar mendengarkanku mendengarkanku dengan serius,50
Elle m'a vraiment écouté sérieusement.,Dia sedang bermain game.,0
Elle a vraiment écouté ce que j'avais à dire.,Dia benar-benar mendengarkan apa yang saya katakan.,100
Elle a vraiment écouté ce que j'avais à dire.,Dia Dia benar-benar mendengarkan apa yang saya katakan.,50
Elle a vraiment écouté ce que j'avais à dire.,Kelasnya setiap hari Senin.,0
Elle était assise juste à côté de moi.,Dia duduk tepat di sampingku.,100
Elle était assise juste à côté de moi.,Dia duduk tepat di sampgngku,50
Elle était assise juste à côté de moi.,Ayah mencuci mobil.,0
Elle a écouté mon histoire.,Dia mendengarkan ceritaku.,100
Elle a écouté mon histoire.,"Dia mendengarkan ceritaku,",50
Elle a écouté mon histoire.,Sudah waktunya untuk pergi sekarang.,0
Elle a écouté mon histoire.,Dia mendengarkan ceritaku.,100
Elle a écouté mon histoire.,Dia Dia mendengarkan,50
Elle a écouté mon histoire.,Haruskah aku mengirim laporan ini sebelum pertemuan?,0
C'est une de mes amies.,Dia salah satu temanku.,100
C'est une de mes amies.,satu satu salah temanku Dia,50
C'est une de mes amies.,Bagaimana pendapatmu tentang aku?,0
C'est la plus gentille de toutes mes amies.,Dia yang paling baik dari semua teman-temanku.,100
C'est la plus gentille de toutes mes amies.,Dia yang paling baik teman-tgmanku.,50
C'est la plus gentille de toutes mes amies.,Apakah Anda sudah memeriksa apakah ada biaya tambahan?,0
Elle est devenue proche de mon amie.,Dia menjadi dekat dengan teman saya.,100
Elle est devenue proche de mon amie.,Dia menjadi dekat dengpn teman saya,50
Elle est devenue proche de mon amie.,Aku ingin check-in.,0
Elle a rencontré mon amie.,Dia bertemu temanku.,100
Elle a rencontré mon amie.,Dia sort of bertemu temznku.,50
Elle a rencontré mon amie.,Saya mengajukan permintaan anggaran saya hari ini.,0
Elle aime mon amie.,Dia menyukai temanku.,100
Elle aime mon amie.,"Dia menyukai in fact temanku,",50
Elle aime mon amie.,Dia mengenalku dengan baik.,0
Elle a invité mon amie.,Dia mengundang temanku kemari.,100
Elle a invité mon amie.,Dia mengundang temanku kemari,50
Elle a invité mon amie.,Tidak apa-apa jika aku menelepon jam 11 pagi?,0
C'est mon amie.,Dia temanku.,100
C'est mon amie.,temanku Dia,50
C'est mon amie.,Jam berapa check in?,0
Elle m'a souri.,Dia tersenyum padaku.,100
Elle m'a souri.,Dia Dia tersenyum padaku.,50
Elle m'a souri.,Dia memberiku hadiah.,0
Elle m'a fait un cadeau.,Dia memberiku hadiah.,100
Elle m'a fait un cadeau.,"Dia memberiku hadiah,",50
Elle m'a fait un cadeau.,Apakah Anda pikir kolaborasi antar tim diperlukan?,0
Elle a un entretien demain.,Dia ada wawancara besok.,100
Elle a un entretien demain.,"besok, ada ada Dia wawancara",50
Elle a un entretien demain.,Teleponnya jam 9 pagi.,0
Elle a un test demain.,Dia ada ujian besok.,100
Elle a un test demain.,ujian Dia besok maybe ada,50
Elle a un test demain.,Aku mengunjungi rumah temanku kemarin.,0
Elle a un test demain.,Dia ada ujian besok.,100
Elle a un test demain.,besok. Dia ujean ujean ada,50
Elle a un test demain.,Apa kita ada kelas hari Rabu?,0
Elle a un test demain.,Dia ada ujian besok.,100
Elle a un test demain.,"Dia ada ujian besok,",50
Elle a un test demain.,Dia selalu menepati janjinya.,0
Elle a un test demain.,Dia ada ujian besok.,100
Elle a un test demain.,Dia ada ada ujian besok,50
Elle a un test demain.,Dapatkah Anda mengurusnya segera?,0
Elle a un test demain.,Dia ada ujian besok.,100
Elle a un test demain.,Dia ada ujian besok,50
Elle a un test demain.,Dia ingin menukar uang.,0
Elle a une réunion prévue pour demain.,Dia memiliki jadwal pertemuan untuk besok.,100
Elle a une réunion prévue pour demain.,memiliki untuk besok pertemuan jadwal Dia,50
Elle a une réunion prévue pour demain.,Aku sudah mengisi ulang kartu transportasiku.,0
Elle part en voyage demain.,Dia akan melakukan perjalanan besok.,100
